question,document
How can I run dbt Core with AWS Athena if I’m not using dbt Cloud?,df38a5d809
"Is there a community adapter for using dbt-Core on Athena, and where can I find it?",df38a5d809
What setup docs or tutorials should I follow to connect dbt Core to Athena?,df38a5d809
"Which dbt features work with Athena through the adapter, and which ones don’t?",df38a5d809
Can I use Python models and saved view docs when transforming data in Athena with dbt Core?,df38a5d809
"What setup should I use for the dlt homework, and does it have to be a specific editor or notebook?",d7abe28e77
"Can I do the dlt assignment in my own IDE, or is the Colab notebook the recommended option?",d7abe28e77
"Do I need to use the provided ‘dlt - Homework.ipynb’ notebook for the homework, or can I choose any environment that runs dbt?",d7abe28e77
Is there a preferred way to start the dlt homework if I want the easiest setup with the instructor’s code?,d7abe28e77
Where should I work on the dlt homework so I can use the starter code and still answer all the questions?,d7abe28e77
"What package do I need so the workshop code runs properly, and how should I install it in a Jupyter notebook?",122d2b0aed
"If I want to set this up on my own machine, what’s the right pip command to get everything working with DuckDB?",122d2b0aed
"Do I need to install DuckDB separately before importing anything, or is it included with the main install?",122d2b0aed
What exact installation command should I use if I’m running the examples locally instead of in a notebook?,122d2b0aed
How can I make sure the dependencies for this dlthub workshop are installed the right way before I start coding?,122d2b0aed
What extra Python packages do I need to install to run the starter notebook in a fresh Codespace or new virtual environment?,ee564fdf82
How can I set up the missing dependencies for the workshop notebook if they are not already installed on my machine?,ee564fdf82
Is there a requirements.txt version of the package list for the Jupyter notebook in Workshop 1?,ee564fdf82
"Do I need to install duckdb, pandas, numpy, and pyarrow separately before starting the teacher’s notebook?",ee564fdf82
Which pip command should I use to install all the libraries needed for the dlthub workshop notebook?,ee564fdf82
"After running the merge generator task, how many rows should I end up with and what value should the record with id 3 have for age?",5b5d82a924
"For the age-sum question in the dlt exercise, why does adding every row give a number that is not one of the choices?",5b5d82a924
What filtering step do I need before summing ages in this homework so the result matches one of the possible answers?,5b5d82a924
"In the notebook’s parquet load step, why does the output keep going to my C drive even when I edit the folder path?",5b5d82a924
How do I correctly set the local filesystem destination in the DLT workshop so the files are written to my own folder instead of the default path?,5b5d82a924
Why do I get an import error when I try to use dlt or dlt.sources in my script?,27fa940238
What should I check if my Python file can’t import the dlt package correctly?,27fa940238
Could having a local file named dlt.py be breaking my imports?,27fa940238
How do I fix a problem where the dlt module won’t load in the same folder as my code?,27fa940238
Is there a naming conflict I should look for if dlt.sources keeps failing to import?,27fa940238
How do I configure Google Colab so my notebook can authenticate to BigQuery with a service account key?,4ecc97beb5
What should I put in the Colab secrets panel to use BigQuery from a notebook?,4ecc97beb5
How can I load a Google Cloud service account JSON into environment variables inside Colab for BigQuery access?,4ecc97beb5
Is there a way to avoid hardcoding BigQuery credentials in Colab and use the notebook secret store instead?,4ecc97beb5
What Python code do I need in Colab to read my BigQuery key from secrets and set the right environment variable?,4ecc97beb5
How can I configure dlt credentials on my own machine without using Google Colab?,d2add610e3
What’s the easiest way to pass secret keys to dlt when I run it locally?,d2add610e3
Where should I put sensitive dlt settings so they don’t end up in my code?,d2add610e3
"Is it okay to keep dlt credentials in a config file, and which file should I use for secrets?",d2add610e3
"Besides environment variables, what other options do I have for providing dlt authentication details?",d2add610e3
How can I make dlt store its data in the XDG data directory on Bash or Zsh?,1075e9e2b6
What environment variable should I set so dlt follows the XDG Base Directory layout?,1075e9e2b6
How do I configure dlt in Fish shell to use the XDG data home path?,1075e9e2b6
Where should I put the dlt data directory setting so it is loaded automatically when my shell starts?,1075e9e2b6
Is there a shell-specific way to point dlt to $XDG_DATA_HOME/dlt instead of the default location?,1075e9e2b6
How do I run a dlt pipeline from an Airflow DAG using a Python task?,f48b484cd4
What is the simplest way to call my dlt load function inside Apache Airflow?,f48b484cd4
Can dlt be wrapped in a PythonOperator and scheduled daily in Airflow?,f48b484cd4
How should I set up an Airflow DAG if I want it to trigger a dlt pipeline and print the run result?,f48b484cd4
What parts of the example do I need to change when plugging my own dlt pipeline into Airflow?,f48b484cd4
"How can I trigger a dlt pipeline from a Kestra flow using a Python task, and what would the YAML look like?",eaae17dfea
What is a simple example of embedding dlt inside Kestra so it runs a pipeline that loads data into DuckDB?,eaae17dfea
How do I write a Kestra workflow that imports my own dlt loader function and executes it as part of the task?,eaae17dfea
Can you show me how to set up a Kestra job that starts a dlt pipeline with a custom pipeline name and dataset name?,eaae17dfea
What’s the easiest way to run a dlt ingestion script in Kestra with a Python command task?,eaae17dfea
Why are the files exported by dlt to GCS hard to read in BigQuery unless I change something?,7be69bdcb4
"If I load dlt output from a filesystem destination into BigQuery, do I need to turn off compression for JSONL or CSV?",7be69bdcb4
What setting should I use in dlt to stop the exported files from being compressed by default?,7be69bdcb4
Does BigQuery work fine with dlt files in Parquet format even when compression is enabled?,7be69bdcb4
How can I configure dlt so the filesystem exports are easier to read directly in BigQuery?,7be69bdcb4
How does dlt deal with schema changes in the data it loads?,3a53549d08
"If my source API starts returning extra fields, will dlt update the destination table automatically?",3a53549d08
What happens in dlt when a column is removed or its type changes in the source?,3a53549d08
Does dlt compare the current input with the stored schema on each run to apply updates?,3a53549d08
When do I need to define the schema manually instead of relying on dlt's automatic handling?,3a53549d08
When should I choose the declarative REST API source config instead of writing my own resource function in dlt?,0655c8c637
"If my API has weird or changing response shapes, is the built-in REST source still a good fit or should I use a custom resource?",0655c8c637
What’s the practical difference between using a JSON-based source setup and defining a Python resource with dlt?,0655c8c637
"For a standard API with regular pagination and query parameters, which dlt approach is quicker to set up?",0655c8c637
"Do both the declarative source and a custom resource go through the same pipeline steps, or do they behave differently when I run the pipeline?",0655c8c637
"How can I set up the dlt MCP server in VS Code, and which command should I run to add it?",cbeb6f678b
What should I choose in VS Code when adding the MCP server: Remote or Workspace?,cbeb6f678b
How do I check whether the dlt MCP server is actually running inside VS Code?,cbeb6f678b
"If the MCP server shows as stopped, what’s the quickest way to start it again?",cbeb6f678b
"When I create the dlt project, which agent do I need to pick so Copilot works with the MCP server?",cbeb6f678b
How do I handle pagination for a REST API that returns an empty response when I try page 0?,a01ea88b00
"In an API where pages start at 1, what is the safest way to loop through all results without missing anything?",a01ea88b00
"Should I ever use page=0 when fetching paginated data, or is it better to begin with the first page and keep going until nothing comes back?",a01ea88b00
What is the usual pattern for downloading every item from a REST endpoint that supports page numbers?,a01ea88b00
How can I test whether my pagination logic is correct if the API only stops returning data after the last page?,a01ea88b00
How can I find the real column names after dlt changes them to lowercase snake_case?,9950018686
"Why do I get a ""Referenced column not found"" error when I use the original field name in my SQL query?",9950018686
"What is the right way to query a dlt table if the source columns were mixed case, like Trip_Pickup_DateTime?",9950018686
Is there a way to inspect the table schema so I can see the exact column names dlt created?,9950018686
Should I use the original column name or the normalized snake_case version when selecting data from a dlt-loaded table?,9950018686
"Why does dlt sometimes drop a field from the table after loading API data, even though the field exists in the response?",53f31cd33c
How can I make sure optional API fields still show up in my destination table when all the values are null in one run?,53f31cd33c
Is there a way to force column types in a dlt resource so missing or nullable API fields don't disappear?,53f31cd33c
What should I change in my pipeline if a key like rate_code or mta_tax is present in the JSON but not created in the database table?,53f31cd33c
Do I need to add default values or explicit schema hints in dlt to keep fields that may be null from being skipped?,53f31cd33c
How can I set up the Codex instructions file in dlt from the terminal?,7b3f0193ec
"What command should I run in dlt to create the file for Codex, and what should I do if it comes out with the wrong name?",7b3f0193ec
Is there a way to generate the Codex agent markdown file automatically in dlt?,7b3f0193ec
"After running the dlt AI setup for Codex, why do I need to rename the generated file?",7b3f0193ec
What steps do I follow to make dlt produce an AGENTS.md file that Codex can detect?,7b3f0193ec
"Do I actually need to sign up before starting the Zoomcamp, or can I just begin the lessons and homework right away?",fde155ddfb
"If I never filled out the registration form, am I still allowed to join the cohort and submit assignments?",fde155ddfb
Is registration required in any way to access the MLOps Zoomcamp materials while the cohort is running?,fde155ddfb
What happens if I forgot whether I registered for the course — can I still participate normally?,fde155ddfb
"Does the course keep track of who registered, or is there no official list I need to be on?",fde155ddfb
"Is this course actually live, or are the lessons prerecorded and available to watch anytime?",7f10dde6f8
"When does the zoomcamp start, and is there a schedule for the sessions during the year?",7f10dde6f8
"If there are live office hours, are they recorded later so students can watch them afterward?",7f10dde6f8
Where can I find the course videos and the office hour recordings in one place?,7f10dde6f8
"Can I begin the course immediately, or do I need to wait for a live kickoff session?",7f10dde6f8
Can I join the course late and still hand in the assignments if I missed the start date?,2d8b16c2a0
"If I didn’t register at the beginning, am I still able to submit the homework while the submission form is open?",2d8b16c2a0
"Is it okay to start the course after it has already begun, or do I have to sign up before the start date?",2d8b16c2a0
"Will missing the course start prevent me from doing the homeworks, or can I still submit them later?",2d8b16c2a0
Are there deadlines for the final project even if I can still turn in the homework after the course starts?,2d8b16c2a0
How should I get started with this MLOps Zoomcamp if I'm joining self-paced instead of a live cohort?,418e8948e7
"Before I ask in the course chat, what should I check first so I don't repeat something that was already answered?",418e8948e7
"Where can I find the main materials for the course, like the lessons, repo, and other important links?",418e8948e7
"If I don't want to dig through the FAQ myself, is there a bot or quick way to get an answer in the course channel?",418e8948e7
What should I do to know whether I'm on schedule with homework and to ask questions the right way?,418e8948e7
"If I skipped one week's homework, can I still graduate from the course?",46b6399b91
Do I fail graduation if I don’t finish the homework for a certain week?,46b6399b91
Can I still complete the course even when one week's assignment is missing?,46b6399b91
Is graduation still possible if I leave one weekly homework unfinished?,46b6399b91
What happens to my graduation status if I don't submit a week's homework?,46b6399b91
"Can I take this course at my own pace and still receive the certificate, or is it only available when I join a live cohort?",b047f348bc
"If I complete all the lectures and assignments by myself later on, do I get any certificate for the self-paced version?",b047f348bc
Why doesn’t the self-paced track include a certificate at the end of the course?,b047f348bc
Do I need to be in the active cohort in order to do the project peer reviews required for certification?,b047f348bc
"Is there any way to earn the course certificate after the cohort has ended, or must everything be done while the course is running?",b047f348bc
What’s actually different between the 2023 and 2022 versions of the course?,4deedf3100
"Are only the orchestration and monitoring parts being updated for 2023, or is more changing too?",4deedf3100
Will the videos for orchestration and monitoring be re-recorded with Prefect in the 2023 cohort?,4deedf3100
"Besides the videos, are the homework assignments also different for 2023 compared with 2022?",4deedf3100
Can I expect the rest of the course to stay mostly the same between the two cohorts?,4deedf3100
What actually changed between the 2024 and 2023 versions of the course?,99c8a70fdf
Are the orchestration and monitoring lessons the only parts that were updated for 2024?,99c8a70fdf
Will the 2024 cohort use Mage-AI in the updated videos?,99c8a70fdf
"Besides the updated modules, is most of the course content still the same as last year?",99c8a70fdf
"Do all homework assignments get replaced for the 2024 cohort, or only some of them?",99c8a70fdf
"Will there be a 2024 MLOps Zoomcamp cohort, and if so, when does it begin?",4c40b4805c
Is a 2024 cohort planned for this course? What month does it kick off?,4c40b4805c
"Do you know whether the 2024 group is happening, and when the start date is?",4c40b4805c
"Can I expect a 2024 cohort, and what is the launch month for it?",4c40b4805c
"Has the 2024 cohort been confirmed yet, and when will it start?",4c40b4805c
"I missed this cohort of the MLOps Zoomcamp—where can I find the schedule for the next one, and is there a page listing all upcoming zoomcamps?",50ebc48eea
"Do you know if there will definitely be another MLOps Zoomcamp next year, or is it uncertain whether the course will run again?",50ebc48eea
"Is there a calendar or overview that shows the dates for all Datatalks Club zoomcamps, including the MLOps course?",50ebc48eea
"Can I assume the same zoomcamps repeat every year, or should I not count on a future cohort being offered?",50ebc48eea
"Where can I check when the next cohort starts if I missed this one, and does Datatalks Club guarantee the course will continue indefinitely?",50ebc48eea
"If my homework result doesn't exactly match any of the options, should I pick the nearest one or leave it blank?",edf5668d39
What should I do when my answer is close but not identical to the multiple-choice options in the assignment?,edf5668d39
"In the homework, is it okay to select the closest choice if I can't get the exact same value as listed?",edf5668d39
Should I share my homework answer in Slack if I'm unsure whether it matches one of the provided choices?,edf5668d39
"If there is a small difference between my computed answer and the available options, how am I supposed to submit it?",edf5668d39
Where can I check the due dates for all the homework tasks in this course?,90b9e103c7
Is there a place in the course timeline that lists when each homework is due?,90b9e103c7
How do I find the deadline for a specific homework assignment in MLOps Zoomcamp?,90b9e103c7
"Does the course schedule page show all homework deadlines, and are they shown in my local time?",90b9e103c7
Where should I look if I want the homework due dates for the whole course?,90b9e103c7
How do I know the exact deadline for each homework in this course?,df10d8e0e7
"Is the homework due at midnight in my local time, or is there a fixed cutoff for everyone?",df10d8e0e7
What time zone is used for the homework submission deadline?,df10d8e0e7
Where can I check the deadline for a specific assignment before submitting it?,df10d8e0e7
"If students are in different countries, how is the homework due date handled?",df10d8e0e7
"Why is my Question 6 experiment taking forever to finish, and am I supposed to run it on yellow taxi trips or green taxi trips?",b1a18890f2
"For the homework run in question 6, should I keep using the yellow taxi dataset, or does the provided preprocessing actually expect green taxi data?",b1a18890f2
"My code for question 6 is very slow — could this be because I picked the wrong taxi dataset, and is green data the correct one here?",b1a18890f2
"The assignment says yellow taxis, but the starter preprocessing seems different. Is the intended input for experiment 6 green taxi data instead?",b1a18890f2
"Has anyone confirmed which dataset should be used for question 6 in the homework, since yellow taxi data appears to make the run much slower?",b1a18890f2
"Why does MLflow fail to start on port 5000 in the homework, and how can I check what is blocking it?",1497aabe44
"If my MLflow server says the connection cannot be established, is there a way to find which process is already using that port?",1497aabe44
What should I do when I get a port conflict with MLflow and the default server port is busy?,1497aabe44
"Can I run the MLflow UI on another port if 5000 is occupied, and what command should I use?",1497aabe44
"In the homework setup, how do I either free up the port or move MLflow to a different one when the server won’t launch?",1497aabe44
"For Homework 3 in the 2025 cohort, is MAGE required as the orchestrator, or can I pick another one?",b7bd817c2a
"Do we need to use MAGE for the third homework, or is any orchestrator acceptable?",b7bd817c2a
"Is there a mandatory orchestrator for Homework 3, or can I choose whatever tool I want?",b7bd817c2a
"For the 2025 cohort homework 3, am I allowed to use a different orchestrator instead of MAGE?",b7bd817c2a
"Does Homework 3 require MAGE, or is the choice of orchestrator completely up to the student?",b7bd817c2a
"I just discovered the course a bit late — can I still turn in a homework if the submission form is still open, or is it already too late once it has been scored?",c842475338
"What exactly happens after the homework deadline: is there a way to submit late work before the form gets closed, and do I need to press any save or update button?",c842475338
"If the homework page is still editable but the due date has passed, does that count as a late submission, and how can I make sure my changes are actually recorded?",c842475338
"Once the homework form is closed and graded, is there any way to send another submission, or should I just compare my solution with the one in homework.md instead?",c842475338
"How can I tell whether I’m still allowed to submit homework after the deadline, and what should I do if the form is still open but I’m worried it may close manually at any time?",c842475338
Is it still worth joining the course now if I already have some machine learning background and I’m coming in late?,dfb6836d0b
"If I’m behind on the assignments, should I focus more on the project instead of trying to catch up on everything?",dfb6836d0b
"Do the homework tasks matter for getting the certificate, or can I skip them and still finish the course?",dfb6836d0b
Would it be smarter to treat the first project attempt as practice and use it to prepare for a possible second try?,dfb6836d0b
How much should I weigh my available time over the next few weeks when deciding whether to continue with the course?,dfb6836d0b
"Can we choose our own topic for the final project, or do we have to follow a fixed list?",a0de15febf
"If I want to do a project on my own problem, where should I look for suitable datasets?",a0de15febf
"Are there recommended places to find data for the course project, like Kaggle or Hugging Face?",a0de15febf
Is there a document with more dataset links for the final project besides the main sources mentioned?,a0de15febf
"What should I read before starting the project, and is there a README for the project folder?",a0de15febf
"Is the capstone something we do alone, or can we work in a team?",7ab6b70d2c
"For the final project in this course, do students submit individually or as a group?",7ab6b70d2c
Should I expect the capstone assignment to be completed by one person only?,7ab6b70d2c
"When it comes to the project at the end of the course, is collaboration allowed or is it solo work?",7ab6b70d2c
"Do we have to do the capstone on our own, or can we pair up with other students?",7ab6b70d2c
"For the final project, do I have to deploy everything to a cloud provider, or can I keep it local and still get some cloud-related credit?",f6544a339e
"Is it okay to use Kubernetes locally for the project, and would that still count toward cloud points?",f6544a339e
Can I use LocalStack to imitate AWS for the final project instead of actually putting it on AWS?,f6544a339e
"If I don't deploy my project on the cloud, what are the ways to still score points for the deployment part?",f6544a339e
Where can I check the grading rules for the final project so I know what counts and what doesn't?,f6544a339e
"How are homework points calculated in the course platform, and where can I check my score?",33700d36a3
What does the leaderboard total include besides homework grades?,33700d36a3
"Do FAQ submissions give any credit, and if so how many points do they add?",33700d36a3
How does the Learning in Public part affect my overall points?,33700d36a3
What is the meaning of the question mark icon on the leaderboard page?,33700d36a3
What counts as a learning-in-public post for this course?,ae2520ab59
"How are learning-in-public posts supposed to be created, and what kind of content should they include?",ae2520ab59
Is there a video that explains the do’s and don’ts for learning-in-public posts?,ae2520ab59
What happens if someone abuses or tries to game the learning-in-public system?,ae2520ab59
Can points be removed if a student tries to cheat with learning-in-public posts?,ae2520ab59
How can I find my own entry on the leaderboard if I can’t see my name right away?,4c837a4be1
"Why does the leaderboard show a random nickname instead of my real name, and where do I check what it is?",4c837a4be1
Is there a quick way to jump directly to my record on the leaderboard without scrolling through everyone else?,4c837a4be1
Where in my course profile can I see or change the name that appears publicly on the leaderboard?,4c837a4be1
What do I need to update in my profile if I want my certificate to show my official name instead of the default nickname?,4c837a4be1
Why does AWS Lambda reject my Docker image with an InvalidParameterValueException about the image manifest or layer media type?,896989c9f1
How can I fix the Lambda error saying the source image has an unsupported manifest list or media type?,896989c9f1
"Is AWS Lambda incompatible with multi-platform Docker images, and what should I build instead?",896989c9f1
What Docker build command should I use so my image works when creating a Lambda function?,896989c9f1
Do I need to specify a platform like linux/amd64 when building and pushing an image for AWS Lambda?,896989c9f1
What do I need to complete in order to receive the course certificate?,c841197256
Is finishing the Capstone project enough to get the certificate?,c841197256
Do I have to do anything beyond the Capstone project to earn the certificate?,c841197256
What is the main requirement for getting certified in this course?,c841197256
Can I get the certificate after I submit the Capstone project?,c841197256
"Do I need to finish all the homework assignments to get the course certificate, or is that optional?",5daddf3efc
"If I only pass the homework but not the final project, can I still receive the certificate?",5daddf3efc
Can I skip some assignments and still qualify for the certificate at the end of the course?,5daddf3efc
"Is the certificate based on homework completion, or is there another requirement instead?",5daddf3efc
"If I submit the final project twice and succeed on only one try, does that count for the certificate?",5daddf3efc
Where can I find the current cohort folder with all the MLOps Zoomcamp homework links and deadlines?,0190b37350
Is there a separate page or repo section for my cohort’s video playlist and Slack info?,0190b37350
How do I locate the updated homework and course details for this year’s MLOps cohort?,0190b37350
Where is the MLOps Zoomcamp cohort-specific info stored in the course repository?,0190b37350
"If I’m in a later cohort, what part of the repo should I check for the right homework and video playlist?",0190b37350
"Can I submit my MLOps Zoomcamp project more than once before the deadline, or is it only a single upload?",e865d7adf7
"If I already sent in a project, am I still allowed to keep editing and resubmitting it before the final date?",e865d7adf7
"Do I need to wait until my project is fully finished before I submit it, or can I turn in a partial version first and improve it later?",e865d7adf7
"When I make changes to my project after the first submission, what exactly do I need to update in GitHub?",e865d7adf7
"Is it okay to push project improvements right up until the deadline, or should I submit early and keep refining it?",e865d7adf7
How can I open Jupyter notebooks inside VSCode for this course?,cd806dd7d0
What do I need to install in VSCode to work with Jupyter notebooks?,cd806dd7d0
Is there a way to use Jupyter directly from VSCode instead of the browser?,cd806dd7d0
Which VSCode extension lets me open and run notebooks?,cd806dd7d0
How do I set up VSCode so I can use Jupyter notebooks?,cd806dd7d0
How do I start a Jupyter notebook from my codespace VM after installing Anaconda?,1b29ba4c54
What command should I run in a new terminal to open Jupyter notebook?,1b29ba4c54
Why do I get an error if I type `jupyter-notebook` instead of the right command?,1b29ba4c54
"Is there a different command for launching Jupyter in the terminal, or should it be `jupyter notebook`?",1b29ba4c54
I installed Anaconda in codespace—what is the exact command to launch the notebook server?,1b29ba4c54
How do I configure GitHub so I can push homework from a remote VM or AWS box?,db8427d6cf
Is there a guide for setting up SSH keys on an AWS instance to connect it with GitHub?,db8427d6cf
What do I need to do first if I want to use a repository from a cloud VM for assignments?,db8427d6cf
"Why am I getting problems pushing to GitHub from my remote server, and how can I fix the SSH setup?",db8427d6cf
"Does the AWS instance used for this setup count as free tier, or could it generate charges?",db8427d6cf
How do I make Jupyter Notebook reachable from my AWS Ubuntu instance when I’m not using VS Code or Visual Studio?,47d9cd9aca
What configuration change do I need in the Jupyter Notebook config file so I can open it from my desktop on AWS?,47d9cd9aca
Which command should I run first to create the Jupyter Notebook config before editing it on an AWS machine?,47d9cd9aca
"Where is the Jupyter config file located on an Ubuntu AWS setup, and what line should I add to it?",47d9cd9aca
"Why can’t I access Jupyter from my local computer on AWS, and how do I fix the notebook IP setting?",47d9cd9aca
"How do I set up WSL on Windows for this course, step by step?",23ed7bdf10
What should I install first in WSL so I can work with the course notebooks and repos?,23ed7bdf10
"How can I get Anaconda or Miniforge working inside WSL, and which one is better for a lighter setup?",23ed7bdf10
"If I install Anaconda but Python still shows the wrong version, what do I need to change?",23ed7bdf10
"Can I use VS Code with WSL for the course, and where do I find the setup guide?",23ed7bdf10
I initialized my Git repo before adding a .gitignore file — how can I add one now and make sure Python cache files are ignored?,2383fdd2f6
What’s the simplest way to create a .gitignore in an existing repository if I forgot to set it up at the start?,2383fdd2f6
How do I tell Git to stop tracking Python bytecode and __pycache__ folders after I already made the repo?,2383fdd2f6
"If my project was created without an ignore file, what steps should I follow to add one and commit it?",2383fdd2f6
"Can I still add a .gitignore after the repository exists, and what entries should I put in it for a Python project?",2383fdd2f6
How do I stop Git from tracking my local dataset files before I push my project to GitHub?,bcd4190972
What is the easiest way to create a .gitignore file in my project folder?,bcd4190972
"If I have a data directory with downloaded files, how can I make Git ignore that whole folder?",bcd4190972
How can I exclude only Parquet files from my repository using gitignore rules?,bcd4190972
"Where should I put the .gitignore file, and what patterns do I need for raw data files?",bcd4190972
How can I make sure my EC2 instance has fully stopped in AWS instead of just shutting down?,11a7ea6c2c
"If I stop an EC2 instance, could I still get billed for anything, like storage or EBS data?",11a7ea6c2c
"What do the different EC2 status colors mean when I stop an instance, and how do I verify it is really stopped?",11a7ea6c2c
Are there any cost alerts I should set up in AWS to avoid unexpected charges after stopping an EC2 server?,11a7ea6c2c
"When I stop an EC2 machine, what should I check on the AWS console to confirm the instance is no longer running?",11a7ea6c2c
"Can I use IBM Cloud instead of AWS for this MLOps course, or is AWS required?",1fa4030823
How do I get the Coursera invitation code to verify my account for the free feature access?,1fa4030823
What does IBM Cloud provide in this course setup that is different from AWS?,1fa4030823
Where can I find the video or instructions for the IBM Cloud Coursera free feature code?,1fa4030823
Do I need to verify my Coursera account with a code before using IBM Cloud for the course labs?,1fa4030823
How much will I roughly pay per month if I keep an AWS instance running for this course and only stop it when I'm done for the day?,9f6380d76b
Is it okay to use an AWS VM for the course without getting hit by a huge bill?,9f6380d76b
What happens to my SSH setup if I stop and start the AWS instance again later?,9f6380d76b
"Can AWS send me an email when my spending goes over a set limit, and how do I turn that on?",9f6380d76b
How can I estimate the monthly cost for the instance and disk space I need for the course?,9f6380d76b
"Will the AWS free tier cover most of the work in this course, or do I need to pay for extra cloud services?",ce2a690d31
Are there any cloud tools in this course that are not included in the AWS free tier?,ce2a690d31
"If some AWS services are not free, is there an offline or local way to try them for the course exercises?",ce2a690d31
"Can I complete the course without spending much on AWS, and which parts might still cost money?",ce2a690d31
"Do I need an actual AWS account for everything, or can some of the services be simulated locally?",ce2a690d31
"Why do I get ""This site can’t be reached"" when I open my EC2 public IP in the browser, and how am I supposed to access the instance instead?",5af20a05fe
"Should I be able to visit the EC2 IP address directly in Chrome, or is that address only for SSH access?",5af20a05fe
What command do I use to connect to my AWS EC2 machine if I have the PEM key on my laptop?,5af20a05fe
"If my key file is called razer.pem and I’m on macOS, how do I log in to an Ubuntu EC2 instance from Terminal?",5af20a05fe
"Do I need to move my downloaded AWS key into the hidden .ssh folder before connecting to EC2, and what does the SSH command look like?",5af20a05fe
How do I fix the SSH error about an unprotected private key file when connecting with a .pem key?,e04431f782
"I get a permission warning for my private key after using ssh -i, what chmod value should I set on the key file?",e04431f782
Why does SSH refuse to use my EC2 key pair file and say the private key is not protected?,e04431f782
What command should I run on my .pem file before connecting to an Ubuntu server over SSH?,e04431f782
"After trying to log in with ssh -i ~/.ssh/razer.pem ubuntu@IP, how can I clear the key file permission error?",e04431f782
"Why does my SSH session to an AWS EC2 Ubuntu machine keep getting cut off after a few minutes, even when I connect from WSL2 or VS Code?",af5f29b64f
"I start a notebook or run code like importing MLflow and then my remote EC2 disconnects — could this be running out of RAM, and how can I check that?",af5f29b64f
What should I do if my EC2 login dies because of inactivity or a timeout while I'm working through the course?,af5f29b64f
Do I need to change any SSH settings on my laptop so the connection stays alive longer to the AWS server?,af5f29b64f
"If the instance keeps dropping me and I have to stop it to get back in, what fix should I try first: more memory, a swap file, or something else?",af5f29b64f
How can I make my EC2 machine keep the SSH address updated automatically after a reboot?,cf068009f1
Is there a way to avoid editing the config file every time my AWS instance gets a new IP?,cf068009f1
What’s the easiest method to update my EC2 connection details when the public IP changes?,cf068009f1
Can I use a script to refresh the EC2 IP in my SSH config after restarting the instance?,cf068009f1
Where can I find instructions for automatically updating the address of an EC2 instance?,cf068009f1
"Why does VS Code keep crashing when I connect to Jupyter on my EC2 machine, and what kind of instance should I use instead?",fb9846ce91
What EC2 size is recommended if VS Code freezes or crashes while using Jupyter notebooks?,fb9846ce91
How can I stop VS Code from crashing when I open a Jupyter connection on AWS EC2?,fb9846ce91
"Is my EC2 instance too small if VS Code crashes with Jupyter, and where can I check its resource usage?",fb9846ce91
What should I look at in the EC2 console to see whether my instance has enough compute for VS Code and Jupyter?,fb9846ce91
Why does my SSH connection to a GCP VM suddenly time out after I turned the machine off and back on?,c670950570
How do I fix the SSH config in VS Code when my Google Cloud VM gets a new external IP address?,c670950570
What should I update in my ssh_config file if my remote GCP instance no longer connects?,c670950570
"In VS Code Remote-SSH, where can I change the HostName for my VM after its IP changed?",c670950570
My GCP VM was restarted and SSH stopped working — what steps do I need to reconnect?,c670950570
"Why do I get ""X has 526 features, but LinearRegression is expecting 525 features"" after vectorizing my data?",e8dbc40d0c
How should I use DictVectorizer so my validation set has the same number of columns as the training set?,e8dbc40d0c
What is the difference between fit_transform and transform when applying DictVectorizer to train and test data?,e8dbc40d0c
"My model was trained on 525 features, but prediction time gives 526 — what am I doing wrong with the vectorizer?",e8dbc40d0c
How can I avoid feature-mismatch errors when using DictVectorizer with LinearRegression?,e8dbc40d0c
"Why am I getting a missing dependency error in the notebook, and which packages do I need to install for this course?",1695e67099
My code fails when I call pandas.read_parquet() — what package should I add to fix it?,1695e67099
"Should I use pyarrow or fastparquet for reading parquet files in this course, and does it matter which one I pick?",1695e67099
What is the easiest way to install all the required Python libraries for Module 1 if something is missing?,1695e67099
"If I’m working in Conda instead of pip, which parquet package should I install and why?",1695e67099
Why am I getting an error that the squared option is not available when I call mean_squared_error in scikit-learn?,b6197e7348
How do I calculate RMSE now that mean_squared_error no longer has the squared argument?,b6197e7348
What should I use instead of mean_squared_error(squared=False) for root mean squared error in sklearn?,b6197e7348
"Did scikit-learn remove the squared parameter from mean_squared_error, and what is the replacement?",b6197e7348
"In the latest sklearn version, how can I compute root mean squared error without using the squared flag?",b6197e7348
Why doesn’t my RMSE match any of the multiple-choice answers when I evaluate on the February dataset?,5c4e6ef8ca
What should I check in my preprocessing if the validation error looks off for the taxi fare model?,5c4e6ef8ca
Should I apply the same duration filtering on the test month data as I did on training before computing RMSE?,5c4e6ef8ca
Do I need to convert categorical columns to strings before passing them into DictVectorizer?,5c4e6ef8ca
How can I hide those deprecation warnings in my notebook so the output is cleaner?,5c4e6ef8ca
How do I rewrite a seaborn distplot call using histplot and keep the curve looking basically the same?,885a92b3ee
"What is the closest histplot equivalent for plotting df_train[""duration""] instead of the old distplot?",885a92b3ee
"Can someone show me how to replace sns.distplot(df_train[""duration""]) with the newer seaborn syntax?",885a92b3ee
Which histplot parameters do I need to make it look almost identical to distplot for a duration column?,885a92b3ee
How can I switch from distplot to histplot in seaborn and still get the same density-style histogram with KDE?,885a92b3ee
How do I fix the KeyError for PULocationID and DOLocationID in Module 1?,84805fe2dd
Why am I getting a KeyError when accessing PULocationID or DOLocationID columns?,84805fe2dd
