question,answer,answer_orig,document
"Why do I get `exec: ""streamlit"": executable file not found in $PATH` when I start my Streamlit app with `docker-compose`, even though it works outside Docker?","This usually happens because the `streamlit` executable isn’t available inside the container image used by `docker-compose`, even though it’s installed in your local environment.

According to the context, fix it by:

1. Making sure you have a `Dockerfile`
2. Adding `streamlit` to the `docker-compose` setup
3. Rebuilding the container:

```bash
docker-compose up --build
```

If you want, I can also help you check your `Dockerfile` and `docker-compose.yml` for the exact issue.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
What do I need to add or check in my Docker setup so `docker-compose` can run a Streamlit app without the OCI runtime error?,"You need to make sure of two things:

1. **Create a `Dockerfile`** for the app.
2. **Add `streamlit` to your `docker-compose` config** so the container knows what command to run.

Then rebuild the image and start it with:

```bash
docker-compose up --build
```

If you want, I can also help you check your `docker-compose.yml` and `Dockerfile`.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"Do I need a `Dockerfile` for a Streamlit app launched with `docker-compose`, and what should I do if I forgot to create one?","Yes — you need a `Dockerfile` for a Streamlit app launched with `docker-compose`.

If you forgot to create one, do this:

1. Create a `Dockerfile`
2. Make sure `streamlit` is included in your `docker-compose` setup
3. Rebuild and start the app with:

```bash
docker-compose up --build
```

","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"After updating my `docker-compose` file to include Streamlit, what is the correct command to rebuild the image and start the container again?","Run:

```bash
docker-compose up --build
```","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
My Streamlit app runs normally on my machine but fails in `docker-compose` with a missing executable error; what is the fix in the Docker configuration?,"The fix is to update the Docker setup so Streamlit is included properly:

1. Make sure you have a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Rebuild the containers:

```bash
docker-compose up --build
```

This resolves the missing `streamlit` executable error in `docker-compose`.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
How will my capstone project be judged after I submit it?,"Your capstone project will be evaluated by **three randomly assigned students** who also submitted the project.  

Your final grade will be the **median score** of those peer reviews.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Who is assigned to review each submitted capstone project?,Each submitted capstone project is reviewed by **three randomly assigned students who also submitted the project**.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Do I need to grade other students’ capstone projects as well?,Yes. You will also be responsible for grading three fellow students’ capstone projects yourself.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What happens if I do not complete the required peer grading for the capstone?,"If you do not complete the required peer grading, you may fail to achieve the Certificate at the end of the course.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
How is the final capstone score calculated from the reviewers’ grades?,The final capstone grade is the **median** of the three peer reviewers’ scores.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"After the deadline for submissions passes, what happens with project review assignments for each participant?","After the submission deadline passes, an Excel sheet is shared and each participant is assigned 3 projects to review/grading.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"How many projects does each participant get assigned to review or grade, and in what format will that information be shared?","Each participant gets **3 projects** assigned to review or grade.

That information will be shared in an **Excel sheet** after the submission deadline has passed.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Will project review assignments be given before or after the submission deadline, and how are they distributed?","Project review assignments are given **after the submission deadline has passed**. They are distributed via an **Excel sheet**, with **3 projects assigned to each participant**.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
What should I expect once the project submission deadline has ended regarding grading assignments?,"Once the project submission deadline has passed, projects will be assigned to you for evaluation. You’ll receive an Excel sheet with 3 projects assigned to each participant, and you can’t choose which projects to review or start reviewing before that list is released.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Is there an Excel sheet used for assigning capstone project reviews, and how many projects will it list per participant?","Yes. After the submission deadline, an Excel sheet will be shared for assigning reviews, and it will list 3 projects per participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"How can I make sure a user can give feedback only once per submission, with just one +1 or -1 vote allowed?",Solved: [Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2),"Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Why does my feedback button stay disabled or re-enable even though `st.session.submitted` should remain false after I press it?,"This is a known issue with `st.session.submitted` being reassigned elsewhere in the app, even after a feedback button is pressed.

In the course solution, the fix is discussed here:
https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
What should I check when `st.session.submitted` gets set back to True after one of the feedback buttons is clicked?,"Check whether the feedback button click is causing `submitted` to be reassigned in your app logic, and refer to the discussed solution on Streamlit Discuss:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Is there a known fix for the issue where Streamlit session state seems to reassign `submitted` unexpectedly after feedback is given?,"Yes — the known fix is to follow the solution linked on Streamlit Discuss:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Where can I find the recommended solution for the Streamlit session attribute problem related to one-time feedback per submission?,"You can find the recommended solution on **Streamlit Discuss** here:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"I submitted my capstone project already, but I still can’t see anything to review — when will projects be assigned for evaluation?","Once the submission deadline has passed, projects will be assigned for evaluation. An Excel sheet will be shared with 3 projects assigned to each participant, and you won’t be able to review before that list is released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"After the submission deadline passes, do I get to pick which projects I evaluate, or are they assigned automatically?","They’re assigned automatically. After the submission deadline passes, an Excel sheet will be shared with 3 projects assigned to each participant, and you can’t choose which projects to evaluate.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Why am I unable to start reviewing other projects before the project list is released?,"You’re unable to start reviewing other projects because projects are only assigned **after the submission deadline has passed**. You **can’t choose which projects to evaluate**, and you **can’t review before the list is released**.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Does submitting my own project unlock the ability to review projects right away, or is there another waiting period?","No, submitting your own project does **not** unlock project reviews right away. There is a waiting period: you can only peer-review projects **after the submission deadline has passed**, once the review list has been released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"If the deadline has passed, what determines when I’ll get projects to evaluate in the capstone project?","Once the submission deadline has passed, projects are assigned for evaluation. An Excel sheet will be shared, with 3 projects assigned to each participant. You can’t choose which projects to review, and you’ll get them after the deadline has passed.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone assignment?,"Please check this GitHub page for project ideas and datasets:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a page with suggested datasets and topics I can use for my project?,"Yes — there’s a GitHub page with suggested ideas, datasets, tips, and guidelines for the capstone project:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What resource should I check if I need help choosing an idea for the capstone project?,Check the GitHub page with ideas and datasets for the project: https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md,"Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Do you have a link that lists possible project datasets and some guidance?,"Yes — here’s the link with project ideas, possible datasets, and guidance:

[https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md)","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Where can I find tips, guidelines, and example datasets for the course project?","You can find tips, guidelines, and example datasets on the capstone project GitHub page:

- https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"For the capstone project, is an orchestration tool like Airflow, Mage, or Kestra required, or is a plain Python script enough for the ingestion pipeline?","No — an orchestration tool like Airflow, Mage, or Kestra is **not required** for the capstone ingestion pipeline.

A **plain Python script** that ingests and indexes your data is enough for **full points** on the ingestion-pipeline criterion. If you use a **Jupyter notebook** with the same steps, that is worth **1 point instead of 2**.

Use an orchestrator only if it genuinely fits your project, such as when you need recurring ingestion of a feed that updates daily.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion flow in a Jupyter notebook instead of a Python script, how many points would that be worth for the ingestion pipeline criterion?",A Jupyter notebook would be worth **1 point** for the ingestion pipeline criterion.,"No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"When would it make sense to use an orchestrator in the capstone project, rather than avoiding one completely?","It makes sense to use an orchestrator if your capstone really benefits from scheduling or repeated runs — for example, if you have a feed that updates daily and you need recurring ingestion.

Otherwise, you should avoid adding one just to satisfy the criterion. A plain Python script is enough for full points on the ingestion pipeline.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I add an orchestration tool only to satisfy the capstone scoring rubric, or only when it matches the project needs?","Only when it actually matches the project needs.

The capstone does **not** require an orchestration tool for full points on the ingestion pipeline criterion. A plain Python script is enough, and you should use an orchestrator only if it genuinely fits your project, such as for recurring daily ingestion. Don’t add one just to satisfy the rubric.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"For a data source that gets updated every day, would using an orchestrator be a reasonable choice in the capstone project?","Yes — that would be a reasonable choice **if** the data source is actually updated daily and you need recurring ingestion.

The context says to use an orchestrator only when it fits the project, and gives **recurring ingestion of a feed that updates daily** as an example. It also says you **don’t need** an orchestrator just to get points; a plain Python script is enough for full points on the ingestion-pipeline criterion.

So: **yes, reasonable for a daily-updated source, but not required.**","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG system when I don't have obvious Q&A ground truth labels?,"You can evaluate it without “natural” Q&A labels in two complementary ways:

1. **Synthetic ground truth**
   - For each item in your dataset, prompt an LLM with the item’s description.
   - Ask it to generate about 5 user queries that should retrieve that item as the top result.
   - Run those queries through your retriever and measure **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample real or synthetic queries.
   - Run the full RAG pipeline.
   - Have an LLM rate the result on a fixed rubric, such as **relevance/usefulness on a 1–5 scale**.

For recommender-style ranking problems, **NDCG is often a better fit than hit rate**, because it rewards putting good items high in the list, not just returning one correct item.

","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What is a practical way to create synthetic ground truth for retrieval evaluation in a recommendation setting?,"A practical way is:

1. For each item in your catalog, take its description.
2. Prompt an LLM to generate about 5 user queries that should retrieve that item as the top result.
3. Use those generated queries as synthetic ground truth.
4. Run them through your retriever and evaluate with hit rate, MRR, or NDCG.

This is the course’s recommended synthetic-ground-truth approach for recommender-style retrieval.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How do I use an LLM to generate test queries from each item description and then measure retrieval quality?,"Use a **synthetic ground-truth eval**:

1. For each item in your dataset, take its description.
2. Prompt an LLM to generate about **5 user queries** that should retrieve that item as the **top result**.
3. Run those queries through your retriever.
4. Measure retrieval quality with metrics like **hit rate**, **MRR**, or **NDCG**.

For ranking-style retrieval, **NDCG** is often a better fit than hit rate because it rewards putting good items higher in the list, not just getting the first one right.

You can also complement this with an **LLM-as-a-judge** approach, where you sample queries, run the full RAG pipeline, and ask an LLM to rate the result on a relevance/usefulness rubric.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For end-to-end evaluation of a recommender RAG, how can an LLM act as a judge and what rubric should I use?","For end-to-end evaluation of a recommender-style RAG, use the **LLM as a judge** approach:

1. **Sample real or synthetic user queries**
2. **Run the full RAG pipeline**
3. **Ask an LLM to rate the output** for relevance/usefulness on a fixed rubric

A good rubric is a **1–5 scale** with criteria you define in the prompt, for example:

- **1** = completely irrelevant / useless
- **3** = somewhat relevant, partially helpful
- **5** = highly relevant and useful, clearly addresses the user’s need

The key is to make the criteria explicit in the prompt so the judge is consistent.

For recommender systems, **NDCG** is often also a better retrieval metric than hit rate, because it rewards good items appearing higher in the ranked list, not just whether the top result is correct.

If you want, I can also help you draft a concrete judge prompt rubric.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"When multiple retrieved items could be acceptable, why is NDCG often a better metric than hit rate?","Because NDCG rewards **good items appearing higher in the ranking**, while hit rate only checks whether an acceptable item appears somewhere in the results.

So if there are **multiple valid answers**, NDCG is better because it distinguishes between:
- getting a relevant item at rank 1 vs rank 10, and
- ranking the best matches above weaker ones.

Hit rate would treat both cases as equally successful as long as one acceptable item is retrieved.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"Can I use the workshop content in my own capstone project, since dlt is open-source?","Yes. Since dlt is open-source, you can use the workshop content in your capstone project and even reuse it in other projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Is it okay to reuse these workshop materials for another Zoomcamp project, such as MLOps?","Yes — the workshop materials can be reused for another Zoomcamp project, including MLOps. Since dlt is open-source, you can use the workshop content in your own projects, and it’s explicitly mentioned that you can even use it for other Zoomcamps like the MLOps Zoomcamp project.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Does the workshop allow me to apply dlt directly in my own projects without restrictions?,"Yes. The workshop materials say you can use dlt directly in your own projects, since dlt is open-source, and there are no restrictions mentioned in that context. You can even use it for other Zoomcamp projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"If I have questions about using the materials in a project, can I ask about it?",Yes — feel free to ask questions about using the materials in your project.,"Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Are these workshop resources meant only for the workshop, or can I use them more broadly in my work?","Yes — they’re meant to be usable more broadly, not just inside the workshop.

Since dlt is open-source, you can use the workshop content for your own projects and even share it with others. The context specifically says you can use it in a capstone project and even apply it in other Zoomcamps/projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"For a large corpus with long PDFs and lots of paragraphs, what chunking approach should I start with before trying anything more advanced?","Start simple with **fixed-size chunking**, around **1000 tokens with some overlap**.

For large corpora with long PDFs and many paragraphs, the recommended approach is to **iterate** rather than search for the perfect chunker upfront:

1. **Fixed-size chunks first** (~1000 tokens + overlap)
2. Run a **small ground-truth eval**
3. Then try more advanced methods like **LLM-based logical section splitting**
4. Re-evaluate after each change

If you want, I can also suggest a practical first-pass chunk size and overlap for your specific document type.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"How can I split documents into more meaningful chunks than fixed-size windows, and is it worth asking an LLM to do the splitting?","You can split documents into chunks that preserve structure and meaning, not just fixed-size windows. The context recommends:

- removing noise like boilerplate, repeated headers/footers, OCR errors, and broken HTML
- preserving useful structure such as titles, section names, dates, page numbers, speaker names, and Q&A pairs
- keeping related context together
- storing the result in a structured format, with metadata if useful

So instead of blindly chunking by length, chunk by semantic or structural boundaries.

As for asking an LLM to do the splitting: I don’t know.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I create a short summary for every chunk and use it in retrieval, and if so how does that help?","Not necessarily. The goal is not to make the text shorter, but to make retrieval more accurate.

From the context, the recommended approach is to:
- keep documents clean and structured,
- chunk them so related context stays together,
- preserve useful metadata like titles, section names, dates, and page numbers.

A short summary for every chunk is only helpful if it improves retrieval quality. It can help by adding a compact representation of the chunk’s main idea, which may make it easier to search and rank relevant chunks. But the context does not say you should do this for every chunk.

So: use chunk summaries only if they help your retrieval pipeline; don’t assume they are always needed.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"When the documents are long and structured, like legal or financial PDFs, why would hybrid search be better than only dense embeddings?","Because long, structured documents often contain exact terms and phrasing that matter a lot for retrieval. Dense embeddings are good at semantic similarity, but they can miss precise wording, section titles, clause names, or legal/financial jargon.

Hybrid search helps by combining:

- **BM25**: matches exact keywords and phrases
- **Dense embeddings**: captures semantic meaning

So if a query depends on exact wording in a contract, policy, report, or financial statement, hybrid search is less likely to lose that signal during semantic matching.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
